69052 2 
0.999902	0.005846
0.999985	0.001253
0.999964	0.000939
0.999978	0.003027
0.999855	0.003862
0.999980	0.002818
0.999972	0.004645
0.999820	0.007255
0.999982	0.001253
0.999924	0.004436
0.999981	0.002662
0.999896	0.005689
0.999963	0.009395
0.999975	0.007411
0.999931	0.002505
0.999820	0.008716
0.999965	0.003706
0.999881	0.004071
0.999875	0.009395
0.999930	0.002296
0.999961	0.000522
0.999920	0.006576
0.999865	0.003027
0.999852	0.006211
0.999920	0.004802
0.999604	0.013309
0.999970	0.000522
0.999925	0.009447
0.999945	0.000470
0.999930	0.002818
0.999850	0.008716
0.999903	0.005689
0.999920	0.005480
0.999934	0.002818
0.999920	0.001514
0.999986	0.001618
0.999950	0.003027
0.999797	0.007985
0.999967	0.005167
0.999920	0.006994
0.999982	0.001879
0.999932	0.001618
0.999970	0.003236
0.999855	0.001827
0.999961	0.004175
0.999765	0.004802
0.999985	0.003027
0.999770	0.013152
0.999935	0.005846
0.999927	0.009603
0.999914	0.007777
0.999941	0.006628
0.999937	0.011169
0.999940	0.005846
0.999983	0.001357
0.999907	0.001827
0.999930	0.003601
0.999982	0.001253
0.999989	0.001253
0.999970	0.006211
0.999972	0.004175
0.999930	0.001253
0.999855	0.006211
0.999957	0.002035
0.999975	0.003079
0.999965	0.003601
0.999917	0.003027
0.999581	0.007985
0.999958	0.007985
0.999960	0.005846
0.999905	0.006211
0.999931	0.006211
0.999925	0.007463
0.999915	0.004175
0.999968	0.000678
0.999881	0.003392
0.999802	0.013257
0.999902	0.005167
0.999980	0.001514
0.999895	0.005167
0.999890	0.004175
0.999836	0.003079
0.999857	0.003601
0.999940	0.001514
0.999963	0.006681
0.999910	0.002818
0.999866	0.006211
0.999951	0.002662
0.999887	0.010386
0.999986	0.001931
0.999905	0.004175
0.999986	0.000470
0.999890	0.009395
0.999931	0.005846
0.999870	0.006681
0.999816	0.013674
0.999871	0.004645
0.999895	0.004802
0.999915	0.001514
0.999851	0.011169
0.999914	0.007620
0.999882	0.008716
0.999960	0.003340
0.999953	0.005167
0.999972	0.001253
0.999945	0.003706
0.999777	0.005167
0.999986	0.003027
0.999843	0.006211
0.999908	0.005167
0.999973	0.001253
0.999902	0.004645
0.999853	0.008351
0.999932	0.012265
0.999881	0.002035
0.999741	0.011169
0.999892	0.002818
0.999983	0.001253
0.999963	0.003236
0.999951	0.001253
0.999955	0.004645
0.999961	0.004175
0.999730	0.004645
0.999431	0.014353
0.999520	0.011169
0.999916	0.007829
0.999725	0.009029
0.999850	0.004645
0.999851	0.006211
0.999880	0.002610
0.999975	0.005167
0.999910	0.002296
0.999813	0.008455
0.999905	0.000939
0.999884	0.004645
0.999838	0.005167
0.999945	0.002035
0.999980	0.003706
0.999952	0.001253
0.999932	0.006420
0.999966	0.002557
0.999973	0.003862
0.999947	0.008820
0.999928	0.005167
0.999977	0.001931
0.999945	0.004645
0.999920	0.004645
0.999835	0.011169
0.999919	0.006211
0.999902	0.001253
0.999923	0.006994
0.999902	0.001148
0.999883	0.006211
0.999950	0.003027
0.999915	0.005167
0.999942	0.002035
0.999913	0.006211
0.999811	0.003392
0.999888	0.006576
0.999961	0.001253
0.999862	0.004802
0.999868	0.002818
0.999975	0.002610
0.999974	0.000157
0.999961	0.002662
0.999975	0.009395
0.999918	0.001253
0.999961	0.007359
0.999900	0.002035
0.999935	0.003862
0.999968	0.003079
0.999967	0.005846
0.999966	0.000157
0.999989	0.000365
0.999982	0.003862
0.999967	0.004645
0.999986	0.000052
0.999917	0.000939
0.999960	0.005846
0.999785	0.023956
0.999930	0.004802
0.999970	0.004175
0.999951	0.001357
0.999964	0.005010
0.999922	0.001514
0.999970	0.000157
0.999931	0.005167
0.999944	0.004645
0.999894	0.002818
0.999825	0.003706
0.999944	0.001044
0.999915	0.002296
0.999972	0.005010
0.999953	0.001148
0.999955	0.002401
0.999980	0.000731
0.999903	0.003079
0.999961	0.001618
0.999845	0.009812
0.999966	0.007411
0.999885	0.006681
0.999972	0.000887
0.999960	0.007933
0.999935	0.005167
0.999983	0.001253
0.999982	0.005167
0.999970	0.001618
0.999945	0.003601
0.999924	0.004802
0.999865	0.005689
0.999985	0.000365
0.999945	0.001514
0.999976	0.004802
0.999936	0.004645
0.999915	0.012996
0.999933	0.002296
0.999700	0.005167
0.999978	0.001253
0.999980	0.001827
0.999855	0.004645
0.999958	0.001253
0.999930	0.001775
0.999955	0.000470
0.999561	0.010125
0.999780	0.005689
0.999988	0.002035
0.999919	0.005167
0.999873	0.010804
0.999855	0.005689
0.999751	0.012578
0.999957	0.002035
0.999894	0.004802
0.999885	0.006211
0.999795	0.009812
0.999970	0.002818
0.999904	0.004436
0.999952	0.002453
0.999835	0.004645
0.999964	0.003027
0.999801	0.005167
0.999848	0.014040
0.999913	0.004645
0.999930	0.001827
0.999945	0.002035
0.999983	0.000626
0.999921	0.006211
0.999957	0.003027
0.999853	0.001827
0.999967	0.004802
0.999935	0.001566
0.999942	0.002662
0.999920	0.005480
0.999725	0.007985
0.999935	0.006211
0.999972	0.003027
0.999976	0.000157
0.999901	0.006211
0.999935	0.004645
0.999985	0.003862
0.999964	0.004175
0.999967	0.004071
0.999865	0.007985
0.999817	0.003706
0.999973	0.001253
0.999950	0.000939
0.999932	0.007359
0.999691	0.015814
0.999970	0.001253
0.999711	0.009812
0.999981	0.004436
0.999895	0.004645
0.999715	0.009812
0.999979	0.001670
0.999960	0.002662
0.999986	0.000470
0.999885	0.005689
0.999976	0.000939
0.999952	0.004906
0.999967	0.000470
0.999882	0.006211
